ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_B4,13A,PM1,168,B4,450,0.571,1.10019267822736,0.0003632687933283762
PM1_B5,13A,PM1,168,B5,450,0.534,1.0171428571428571,-0.00015634790077293602
PM1_B6,13A,PM1,168,B6,450,0.454,0.6618075801749271,-0.013928000654650436
PM1_B7,13A,PM1,168,B7,450,0.385,0.8174097664543525,-0.0019950619263839156
PM1_B8,13A,PM1,168,B8,450,0.617,0.9434250764525993,-0.00040716936390802045
PM1_B9,13A,PM1,168,B9,450,0.302,0.841225626740947,-0.010098619843322434
PM1_B10,13A,PM1,168,B10,450,0.504,0.823529411764706,-0.018025670715588134
PM1_B11,13A,PM1,168,B11,450,0.23,0.34124629080118696,-0.006242178259527505
PM1_B12,13A,PM1,168,B12,450,0.194,0.42543859649122806,0.0
PM1_C1,13A,PM1,168,C1,450,0.577,1.1586345381526104,0.00021607654301522564
PM1_C2,13A,PM1,168,C2,450,0.19,0.9090909090909092,0.00021872316192265604
PM1_C3,13A,PM1,168,C3,450,0.789,1.1723625557206538,5.2776025633040975e-05
PM1_C4,13A,PM1,168,C4,450,0.271,0.529296875,-0.0006195901033104747
PM1_C5,13A,PM1,168,C5,450,0.741,0.6760948905109488,0.0007798801647057405
PM1_C6,13A,PM1,168,C6,450,0.684,1.1672354948805463,0.0005446700653063626
