ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_H6,ARW7G5Y1,PM1,28,H6,600,0.275,0.9515570934256057,-0.0001821495639250546
PM1_H7,ARW7G5Y1,PM1,28,H7,600,0.364,1.002754820936639,0.0014886079166835132
PM1_H8,ARW7G5Y1,PM1,28,H8,600,0.354,0.9516129032258064,0.0019393012517578225
PM1_H9,ARW7G5Y1,PM1,28,H9,600,0.375,1.0416666666666667,0.0005305089556007735
PM1_H10,ARW7G5Y1,PM1,28,H10,600,0.289,0.9796610169491525,0.00034482895295302296
PM1_H11,ARW7G5Y1,PM1,28,H11,600,0.324,1.3443983402489628,-0.0010920870957524377
PM1_H12,ARW7G5Y1,PM1,28,H12,600,0.211,0.9461883408071748,0.00047170161166793575
PM1_A1,ARW7G5Y1,PM1,28,A1,750,0.304,0.8260869565217391,0.0011382605386506214
PM1_A2,ARW7G5Y1,PM1,28,A2,750,0.441,1.0425531914893618,0.0002262447299144862
PM1_A3,ARW7G5Y1,PM1,28,A3,750,0.379,1.0706214689265536,0.001430526702063292
PM1_A4,ARW7G5Y1,PM1,28,A4,750,0.315,1.1753731343283582,0.005977257532489137
PM1_A5,ARW7G5Y1,PM1,28,A5,750,0.172,0.7288135593220338,-0.002994907079053442
PM1_A6,ARW7G5Y1,PM1,28,A6,750,0.301,1.075,0.0014731016365158141
PM1_A7,ARW7G5Y1,PM1,28,A7,750,0.222,1.0,-0.0009091159541595237
PM1_A8,ARW7G5Y1,PM1,28,A8,750,0.28,0.9621993127147768,0.0010601103825301453
PM1_A9,ARW7G5Y1,PM1,28,A9,750,0.296,1.057142857142857,0.0006711510166070385
PM1_A10,ARW7G5Y1,PM1,28,A10,750,0.469,1.0634920634920635,0.001367067280216043
PM1_A11,ARW7G5Y1,PM1,28,A11,750,0.336,1.0980392156862746,0.002890978544441301
PM1_A12,ARW7G5Y1,PM1,28,A12,750,0.723,1.0493468795355587,0.0008230638527035965
PM1_B1,ARW7G5Y1,PM1,28,B1,750,0.297,1.0,-0.0008489168267208953
PM1_B2,ARW7G5Y1,PM1,28,B2,750,0.54,1.062992125984252,0.00027700901878076757
PM1_B3,ARW7G5Y1,PM1,28,B3,750,0.26,0.9811320754716981,-0.0005802773060153945
PM1_B4,ARW7G5Y1,PM1,28,B4,750,0.305,1.196078431372549,0.002867027330762253
PM1_B5,ARW7G5Y1,PM1,28,B5,750,0.288,1.0140845070422535,0.0
PM1_B6,ARW7G5Y1,PM1,28,B6,750,0.377,1.1389728096676737,0.0022052860924961547
PM1_B7,ARW7G5Y1,PM1,28,B7,750,0.301,1.034364261168385,0.0004958718328672962
PM1_B8,ARW7G5Y1,PM1,28,B8,750,0.384,1.0026109660574412,0.0
PM1_B9,ARW7G5Y1,PM1,28,B9,750,0.206,0.9363636363636363,-0.0004878087472682343
PM1_B10,ARW7G5Y1,PM1,28,B10,750,0.327,0.956140350877193,0.0
PM1_B11,ARW7G5Y1,PM1,28,B11,750,0.393,1.0234375,0.0011321238374879877
PM1_B12,ARW7G5Y1,PM1,28,B12,750,0.269,0.9676258992805755,-0.00018621995454912198
PM1_C1,ARW7G5Y1,PM1,28,C1,750,0.231,0.719626168224299,-0.001538582933337683
PM1_C2,ARW7G5Y1,PM1,28,C2,750,0.182,1.0833333333333333,-0.0022475693931133197
PM1_C3,ARW7G5Y1,PM1,28,C3,750,0.47,1.0854503464203233,0.00228730108941019
PM1_C4,ARW7G5Y1,PM1,28,C4,750,0.176,0.9411764705882353,-0.0014410219267745928
PM1_C5,ARW7G5Y1,PM1,28,C5,750,0.371,0.9661458333333333,-0.0006784364603034451
PM1_C6,ARW7G5Y1,PM1,28,C6,750,0.418,1.1297297297297297,0.0018781550787824262
PM1_C7,ARW7G5Y1,PM1,28,C7,750,0.353,1.0895061728395061,0.0012588077446237201
PM1_C8,ARW7G5Y1,PM1,28,C8,750,0.923,1.1395061728395062,0.0011248465821324177
PM1_C9,ARW7G5Y1,PM1,28,C9,750,0.53,1.101871101871102,0.0019428901303373534
PM1_C10,ARW7G5Y1,PM1,28,C10,750,0.354,1.0201729106628241,0.001530022022435852
PM1_C11,ARW7G5Y1,PM1,28,C11,750,0.34,1.0526315789473684,0.0014493768436626094
PM1_C12,ARW7G5Y1,PM1,28,C12,750,0.359,0.967654986522911,0.00027777849223009816
PM1_D1,ARW7G5Y1,PM1,28,D1,750,0.356,1.0113636363636365,0.00041958288181241903
PM1_D2,ARW7G5Y1,PM1,28,D2,750,0.233,0.706060606060606,-0.0004310371521953544
PM1_D3,ARW7G5Y1,PM1,28,D3,750,0.294,0.9865771812080537,-0.001030964360136785
PM1_D4,ARW7G5Y1,PM1,28,D4,750,0.385,1.0377358490566038,0.0
